01-02 09:31:01,549326 [INFOR] [userlog] 当前:2024-01-02 09:31:01 用户:cxh 登录成功
01-02 09:31:07,132572 [INFOR] [userlog] 当前:2024-01-02 09:31:07 用户:cxh 退出登录
01-02 09:31:12,454902 [INFOR] [userlog] 当前:2024-01-02 09:31:12 用户:wwh 登录成功
01-02 15:39:34,978618 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:WE1N2_1000.bin, id:56
01-02 15:39:34,978627 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:vin_gps_phone_number_test, id:55
01-02 15:39:34,978636 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:VDR-308_Ramdisk.zip, id:54
01-02 15:39:34,978645 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:V204TA.GZ, id:53
01-02 15:39:34,978654 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:TS-X16_20230629-5.1.0.2444.zip, id:52
01-02 15:39:34,978663 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:transmission-web_2.13-1_arm.ipk, id:51
01-02 15:39:34,978672 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:test_bash, id:50
01-02 15:39:34,978681 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:test_1, id:49
01-02 15:39:34,978690 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:testtar.tar, id:48
01-02 15:39:34,978699 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:sun.img, id:47
01-02 15:39:34,978708 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:ssclt, id:46
01-02 15:39:34,978717 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:sgc-acu.sys, id:45
01-02 15:39:34,978726 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:samplejet_7b20130320_i386.deb, id:44
01-02 15:39:34,978735 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:RV34X-v1.0.03.28-2022-06-14-14-17-40-PM.img, id:43
01-02 15:39:34,978744 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:recovery.img, id:42
01-02 15:39:34,978753 [INFOR] [userlog] 当前:2024-01-02 15:39:34 用户:wwh 删除固件扫描任务:ReadySHARE_USB_Printer_MAC_V2.36.dmg, id:41
01-02 15:39:43,581034 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:P3A_FW_V01.11.0020.bin.zip, id:40
01-02 15:39:43,581054 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:openwrt-comcerto2000-hgw-rootfs-ubi_nand .img, id:39
01-02 15:39:43,581060 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:NBD6804T-F.bin, id:38
01-02 15:39:43,581065 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:mtlan1.sys, id:37
01-02 15:39:43,581071 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:mtd1_rootfs.zip, id:36
01-02 15:39:43,581076 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:miwifi_r1cl_firmware_1b415_2.12.9.bin, id:35
01-02 15:39:43,581081 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:MAC OS 10.1.sit, id:34
01-02 15:39:43,581087 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:MA100-tftp.103j.bin, id:33
01-02 15:39:43,581092 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:lj4300fw_04.019.1.rfu, id:32
01-02 15:39:43,581097 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:LEADPFASoftware, id:30
01-02 15:39:43,581103 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:Kylin_FT.zip, id:29
01-02 15:39:43,581108 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:jq-test(jquary组件识别).zip, id:28
01-02 15:39:43,581113 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:IoTGoat-raspberry-pi2.img, id:27
01-02 15:39:43,581119 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:hd300a_fw_335.zip, id:26
01-02 15:39:43,581124 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:GFX-Win10_Win11-31.0.101.2111.zip, id:25
01-02 15:39:43,581129 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:general.bin, id:24
01-02 15:39:43,581135 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:gambas3-gb-openssl-3.17.3-3-x86_64.pkg.tar.zst, id:23
01-02 15:39:43,581140 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:factory-to-ddwrt(2).bin, id:21
01-02 15:39:43,581145 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:F5D0, id:20
01-02 15:39:43,581151 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:ES002200.bin, id:19
01-02 15:39:43,581156 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:elf乱码文件.so, id:18
01-02 15:39:43,581161 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:DIR-815 FW 1.01b14_1.01b14.bin, id:17
01-02 15:39:43,581167 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:DH_IPC-HX5XXX-Volt_Chn_PN_Stream3_V2.840.0000000.13.R.220110.bin, id:16
01-02 15:39:43,581172 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:desktop.ini, id:15
01-02 15:39:43,581177 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:Broadway2T_V2.0.325_2011-07-28.bin, id:13
01-02 15:39:43,581183 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:boot_Hi3798MV300 .img, id:12
01-02 15:39:43,581188 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:Auto_Vigor2910_V3.0.6_tw.zip, id:10
01-02 15:39:43,581193 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:annex_log.tgz, id:9
01-02 15:39:43,581199 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:AFL-2.57b.zip, id:8
01-02 15:39:43,581204 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:Aceex-NR22-webflash.bin, id:7
01-02 15:39:43,581210 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:A2Kv206.out, id:6
01-02 15:39:43,581215 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:51110.2.1800.96.bin, id:5
01-02 15:39:43,581220 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:340g刷1.60石像鬼中文主题无线加密可用.bin, id:4
01-02 15:39:43,581226 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:337557852378103808.zip, id:3
01-02 15:39:43,581231 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:WE1N2_1000.bin, id:2
01-02 15:39:43,581237 [INFOR] [userlog] 当前:2024-01-02 15:39:41 用户:wwh 删除固件扫描任务:zsy.zip, id:1
01-02 16:03:37,912462 [INFOR] [userlog] 当前:2024-01-02 16:03:37 用户:wwh 删除: wwh的策略: 36pjsiRAC9DTwyoGibrK0orFYkeNlviBnhk2HPil7IOy1wttt2RXh404HYCZwDqbUSNclbPptlDD3jcrcokypmEAeUIw8ZIeIH9Z;
01-02 16:03:40,986575 [INFOR] [userlog] 当前:2024-01-02 16:03:40 用户:wwh 删除: wwh的策略: n;
01-02 16:04:43,649554 [INFOR] [userlog] 当前:2024-01-02 16:04:43 用户:wwh 登录成功
01-02 16:05:07,617034 [INFOR] [userlog] 当前:2024-01-02 16:05:07 用户:wwh 登录成功
01-02 16:05:57,544648 [INFOR] [userlog] 当前:2024-01-02 16:05:57 用户:wwh 登录成功
01-02 16:06:09,331112 [INFOR] [userlog] 当前:2024-01-02 16:06:09 用户:wwh 登录成功
01-02 16:07:14,304527 [INFOR] [userlog] 当前:2024-01-02 16:07:14 用户:wwh 登录成功
01-02 16:12:42,728461 [INFOR] [userlog] 当前:2024-01-02 16:12:42 用户:wwh 登录成功
01-02 16:13:35,713764 [INFOR] [userlog] 当前:2024-01-02 16:13:35 用户:wwh 登录成功
01-02 16:13:37,875768 [INFOR] [userlog] 当前:2024-01-02 16:13:37 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 131812.zip, id:397
01-02 16:13:38,844892 [INFOR] [userlog] 当前:2024-01-02 16:13:38 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 131812.zip, id:397
01-02 16:13:40,752846 [INFOR] [userlog] 当前:2024-01-02 16:13:40 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexA 1401201.zip, id:398
01-02 16:13:41,904910 [INFOR] [userlog] 当前:2024-01-02 16:13:41 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexA 1401201.zip, id:398
01-02 16:13:43,935984 [INFOR] [userlog] 当前:2024-01-02 16:13:43 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 113112.zip, id:399
01-02 16:13:44,874450 [INFOR] [userlog] 当前:2024-01-02 16:13:44 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 113112.zip, id:399
01-02 16:13:46,384243 [INFOR] [userlog] 当前:2024-01-02 16:13:46 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 1311302.zip, id:400
01-02 16:13:47,110590 [INFOR] [userlog] 当前:2024-01-02 16:13:46 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 1311302.zip, id:400
01-02 16:13:48,637001 [INFOR] [userlog] 当前:2024-01-02 16:13:48 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 142402.zip, id:401
01-02 16:13:49,276948 [INFOR] [userlog] 当前:2024-01-02 16:13:48 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 142402.zip, id:401
01-02 16:13:50,924354 [INFOR] [userlog] 当前:2024-01-02 16:13:50 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexA 142201.zip, id:402
01-02 16:13:51,715406 [INFOR] [userlog] 当前:2024-01-02 16:13:51 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexA 142201.zip, id:402
01-02 16:13:53,226421 [INFOR] [userlog] 当前:2024-01-02 16:13:53 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexA 113111.zip, id:403
01-02 16:13:53,863664 [INFOR] [userlog] 当前:2024-01-02 16:13:53 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexA 113111.zip, id:403
01-02 16:13:55,546072 [INFOR] [userlog] 当前:2024-01-02 16:13:55 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexA 1411301.zip, id:404
01-02 16:13:56,239540 [INFOR] [userlog] 当前:2024-01-02 16:13:55 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexA 1411301.zip, id:404
01-02 16:13:57,455160 [INFOR] [userlog] 当前:2024-01-02 16:13:57 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 1401302.zip, id:405
01-02 16:13:58,271554 [INFOR] [userlog] 当前:2024-01-02 16:13:57 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 1401302.zip, id:405
01-02 16:13:59,276710 [INFOR] [userlog] 当前:2024-01-02 16:13:59 用户:wwh 创建固件扫描任务:Vigor2700 V2.8.3 AnnexB 1411402.zip, id:406
01-02 16:14:00,112365 [INFOR] [userlog] 当前:2024-01-02 16:13:59 用户:wwh 开始固件扫描任务:Vigor2700 V2.8.3 AnnexB 1411402.zip, id:406
01-02 16:14:01,457805 [INFOR] [userlog] 当前:2024-01-02 16:14:01 用户:wwh 创建固件扫描任务:User_Guide_V2.5.zip, id:407
01-02 16:14:02,400383 [INFOR] [userlog] 当前:2024-01-02 16:14:01 用户:wwh 开始固件扫描任务:User_Guide_V2.5.zip, id:407
01-02 16:14:11,025831 [INFOR] [userlog] 当前:2024-01-02 16:14:10 用户:wwh 登录成功
01-02 16:14:34,859925 [INFOR] [userlog] 当前:2024-01-02 16:14:34 用户:wwh 登录成功
01-02 16:15:09,969075 [INFOR] [userlog] 当前:2024-01-02 16:15:09 用户:wwh 登录成功
01-02 16:15:23,487169 [INFOR] [userlog] 当前:2024-01-02 16:15:23 用户:wwh 登录成功
01-02 16:17:53,239407 [INFOR] [userlog] 当前:2024-01-02 16:17:53 用户:wwh 登录成功
01-02 16:17:54,959820 [INFOR] [userlog] 当前:2024-01-02 16:17:54 用户:wwh 创建固件扫描任务:User_Guide_V2.2.zip, id:408
01-02 16:17:55,925042 [INFOR] [userlog] 当前:2024-01-02 16:17:55 用户:wwh 开始固件扫描任务:User_Guide_V2.2.zip, id:408
01-02 16:17:58,007574 [INFOR] [userlog] 当前:2024-01-02 16:17:57 用户:wwh 创建固件扫描任务:VigorAccess+IVD+Slave+VoIP_V2.1.5.0.zip, id:409
01-02 16:17:58,897128 [INFOR] [userlog] 当前:2024-01-02 16:17:58 用户:wwh 开始固件扫描任务:VigorAccess+IVD+Slave+VoIP_V2.1.5.0.zip, id:409
01-02 16:18:01,295186 [INFOR] [userlog] 当前:2024-01-02 16:18:01 用户:wwh 创建固件扫描任务:VigorAccess+IVD+Master+Controller+V3.1.17.55.zip, id:410
01-02 16:18:02,186865 [INFOR] [userlog] 当前:2024-01-02 16:18:01 用户:wwh 开始固件扫描任务:VigorAccess+IVD+Master+Controller+V3.1.17.55.zip, id:410
01-02 16:18:03,752655 [INFOR] [userlog] 当前:2024-01-02 16:18:03 用户:wwh 创建固件扫描任务:VigorAccess+IVD+Slave+DSL+AnnexA+2.10.2.20.M.zip, id:411
01-02 16:18:04,653431 [INFOR] [userlog] 当前:2024-01-02 16:18:04 用户:wwh 开始固件扫描任务:VigorAccess+IVD+Slave+DSL+AnnexA+2.10.2.20.M.zip, id:411
01-02 16:18:06,281000 [INFOR] [userlog] 当前:2024-01-02 16:18:06 用户:wwh 创建固件扫描任务:VigorAccess+IVD+Slave+DSL+AnnexM+2.10.2.20.M.zip, id:412
01-02 16:18:07,038880 [INFOR] [userlog] 当前:2024-01-02 16:18:06 用户:wwh 开始固件扫描任务:VigorAccess+IVD+Slave+DSL+AnnexM+2.10.2.20.M.zip, id:412
01-02 16:18:08,637481 [INFOR] [userlog] 当前:2024-01-02 16:18:08 用户:wwh 创建固件扫描任务:User_Guide_V1.5.zip, id:413
01-02 16:18:09,376619 [INFOR] [userlog] 当前:2024-01-02 16:18:08 用户:wwh 开始固件扫描任务:User_Guide_V1.5.zip, id:413
01-02 16:18:10,818589 [INFOR] [userlog] 当前:2024-01-02 16:18:10 用户:wwh 创建固件扫描任务:Quick_Start_Guide_V1.2.zip, id:414
01-02 16:18:11,865912 [INFOR] [userlog] 当前:2024-01-02 16:18:11 用户:wwh 开始固件扫描任务:Quick_Start_Guide_V1.2.zip, id:414
01-02 16:18:12,842866 [INFOR] [userlog] 当前:2024-01-02 16:18:12 用户:wwh 创建固件扫描任务:CLI_Reference_Manual_V1.2.zip, id:415
01-02 16:18:13,722136 [INFOR] [userlog] 当前:2024-01-02 16:18:13 用户:wwh 开始固件扫描任务:CLI_Reference_Manual_V1.2.zip, id:415
01-02 16:18:14,952963 [INFOR] [userlog] 当前:2024-01-02 16:18:14 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexB_311102.zip, id:416
01-02 16:18:15,745459 [INFOR] [userlog] 当前:2024-01-02 16:18:15 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexB_311102.zip, id:416
01-02 16:18:17,241658 [INFOR] [userlog] 当前:2024-01-02 16:18:17 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexB_3101212.zip, id:417
01-02 16:18:17,356759 [INFOR] [userlog] 当前:2024-01-02 16:18:17 用户:root 登录成功
01-02 16:18:18,089826 [INFOR] [userlog] 当前:2024-01-02 16:18:17 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexB_3101212.zip, id:417
01-02 16:18:19,143043 [INFOR] [userlog] 当前:2024-01-02 16:18:19 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexB__STD.zip, id:418
01-02 16:18:20,147897 [INFOR] [userlog] 当前:2024-01-02 16:18:19 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexB__STD.zip, id:418
01-02 16:18:21,173432 [INFOR] [userlog] 当前:2024-01-02 16:18:21 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexB_3101332.zip, id:419
01-02 16:18:21,667953 [INFOR] [userlog] 当前:2024-01-02 16:18:21 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexB_3101332.zip, id:419
01-02 16:18:22,950119 [INFOR] [userlog] 当前:2024-01-02 16:18:22 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_332201.zip, id:420
01-02 16:18:23,805368 [INFOR] [userlog] 当前:2024-01-02 16:18:23 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_332201.zip, id:420
01-02 16:18:24,672925 [INFOR] [userlog] 当前:2024-01-02 16:18:24 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_344001.zip, id:421
01-02 16:18:25,372392 [INFOR] [userlog] 当前:2024-01-02 16:18:24 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_344001.zip, id:421
01-02 16:18:26,687889 [INFOR] [userlog] 当前:2024-01-02 16:18:26 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_3471101.zip, id:422
01-02 16:18:27,432644 [INFOR] [userlog] 当前:2024-01-02 16:18:27 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_3471101.zip, id:422
01-02 16:18:28,531649 [INFOR] [userlog] 当前:2024-01-02 16:18:28 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_310801.zip, id:423
01-02 16:18:29,466786 [INFOR] [userlog] 当前:2024-01-02 16:18:28 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_310801.zip, id:423
01-02 16:18:30,414482 [INFOR] [userlog] 当前:2024-01-02 16:18:30 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_3211201.zip, id:424
01-02 16:18:30,928733 [INFOR] [userlog] 当前:2024-01-02 16:18:30 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_3211201.zip, id:424
01-02 16:18:32,187681 [INFOR] [userlog] 当前:2024-01-02 16:18:32 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA__STD.zip, id:425
01-02 16:18:33,150372 [INFOR] [userlog] 当前:2024-01-02 16:18:32 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA__STD.zip, id:425
01-02 16:18:34,131336 [INFOR] [userlog] 当前:2024-01-02 16:18:34 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_343601.zip, id:426
01-02 16:18:34,927525 [INFOR] [userlog] 当前:2024-01-02 16:18:34 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_343601.zip, id:426
01-02 16:18:36,056469 [INFOR] [userlog] 当前:2024-01-02 16:18:36 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_343701.zip, id:427
01-02 16:18:36,839116 [INFOR] [userlog] 当前:2024-01-02 16:18:36 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_343701.zip, id:427
01-02 16:18:39,056798 [INFOR] [userlog] 当前:2024-01-02 16:18:38 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_3431301.zip, id:428
01-02 16:18:39,698690 [INFOR] [userlog] 当前:2024-01-02 16:18:39 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_3431301.zip, id:428
01-02 16:18:40,823916 [INFOR] [userlog] 当前:2024-01-02 16:18:40 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_310811.zip, id:429
01-02 16:18:41,684521 [INFOR] [userlog] 当前:2024-01-02 16:18:41 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_310811.zip, id:429
01-02 16:18:42,910348 [INFOR] [userlog] 当前:2024-01-02 16:18:42 用户:wwh 创建固件扫描任务:Vigor2710ne_AnnexA_344101.zip, id:430
01-02 16:18:43,713013 [INFOR] [userlog] 当前:2024-01-02 16:18:43 用户:wwh 开始固件扫描任务:Vigor2710ne_AnnexA_344101.zip, id:430
01-02 16:18:44,758584 [INFOR] [userlog] 当前:2024-01-02 16:18:44 用户:wwh 创建固件扫描任务:v2710ne_a5_325.all, id:431
01-02 16:18:45,886424 [INFOR] [userlog] 当前:2024-01-02 16:18:45 用户:wwh 开始固件扫描任务:v2710ne_a5_325.all, id:431
01-02 16:18:46,964082 [INFOR] [userlog] 当前:2024-01-02 16:18:46 用户:wwh 创建固件扫描任务:v2710ne_a5_325.rst, id:432
01-02 16:18:47,472767 [INFOR] [userlog] 当前:2024-01-02 16:18:47 用户:wwh 开始固件扫描任务:v2710ne_a5_325.rst, id:432
01-02 16:18:48,312533 [INFOR] [userlog] 当前:2024-01-02 16:18:48 用户:wwh 创建固件扫描任务:v2710ne_a1_325.rst, id:433
01-02 16:18:49,168992 [INFOR] [userlog] 当前:2024-01-02 16:18:48 用户:wwh 开始固件扫描任务:v2710ne_a1_325.rst, id:433
01-02 16:18:50,054847 [INFOR] [userlog] 当前:2024-01-02 16:18:50 用户:wwh 创建固件扫描任务:v2710ne_a1_325.all, id:434
01-02 16:18:50,795560 [INFOR] [userlog] 当前:2024-01-02 16:18:50 用户:wwh 开始固件扫描任务:v2710ne_a1_325.all, id:434
01-02 16:18:51,505655 [INFOR] [userlog] 当前:2024-01-02 16:18:51 用户:wwh 创建固件扫描任务:v2710ne_a6_325.rst, id:435
01-02 16:18:51,936290 [INFOR] [userlog] 当前:2024-01-02 16:18:51 用户:wwh 开始固件扫描任务:v2710ne_a6_325.rst, id:435
01-02 16:18:52,549603 [INFOR] [userlog] 当前:2024-01-02 16:18:52 用户:wwh 创建固件扫描任务:v2710ne_a6_325.all, id:436
01-02 16:18:53,028929 [INFOR] [userlog] 当前:2024-01-02 16:18:52 用户:wwh 开始固件扫描任务:v2710ne_a6_325.all, id:436
01-02 16:18:53,712298 [INFOR] [userlog] 当前:2024-01-02 16:18:53 用户:wwh 创建固件扫描任务:v2710ne_a3_325.rst, id:437
01-02 16:18:54,156448 [INFOR] [userlog] 当前:2024-01-02 16:18:53 用户:wwh 开始固件扫描任务:v2710ne_a3_325.rst, id:437
01-02 16:18:54,810328 [INFOR] [userlog] 当前:2024-01-02 16:18:54 用户:wwh 创建固件扫描任务:v2710ne_a3_325.all, id:438
01-02 16:18:55,355918 [INFOR] [userlog] 当前:2024-01-02 16:18:54 用户:wwh 开始固件扫描任务:v2710ne_a3_325.all, id:438
01-02 16:18:55,967426 [INFOR] [userlog] 当前:2024-01-02 16:18:55 用户:wwh 创建固件扫描任务:v2710ne_a9_325.rst, id:439
01-02 16:18:56,370063 [INFOR] [userlog] 当前:2024-01-02 16:18:56 用户:wwh 开始固件扫描任务:v2710ne_a9_325.rst, id:439
01-02 16:18:57,117047 [INFOR] [userlog] 当前:2024-01-02 16:18:57 用户:wwh 创建固件扫描任务:v2710ne_a9_325.all, id:440
01-02 16:18:57,995109 [INFOR] [userlog] 当前:2024-01-02 16:18:57 用户:wwh 开始固件扫描任务:v2710ne_a9_325.all, id:440
01-02 16:18:59,490096 [INFOR] [userlog] 当前:2024-01-02 16:18:59 用户:wwh 创建固件扫描任务:v2710ne_a_325.rst, id:441
01-02 16:19:00,327064 [INFOR] [userlog] 当前:2024-01-02 16:18:59 用户:wwh 开始固件扫描任务:v2710ne_a_325.rst, id:441
01-02 16:19:01,471575 [INFOR] [userlog] 当前:2024-01-02 16:19:01 用户:wwh 创建固件扫描任务:v2710ne_a_325.all, id:442
01-02 16:19:02,392178 [INFOR] [userlog] 当前:2024-01-02 16:19:01 用户:wwh 开始固件扫描任务:v2710ne_a_325.all, id:442
